text,label
"Tudi ko delam, nimam nic problemov, normalno sedim in to je to, je lepo notri, razen proti veceru mi zacne ven lezti, ce prevec hodim...",1
"problem je samo, da potem noce normalno notri, ampak sili kar ven, ker se ocitno misice ze malo skrcijo.",1
"Drugace pa kadar se spomnim, stiskam misice, da mi ga bo cez cas uspelo zadrzati. Ne pomagam si pa nic z brisaco, ali s cim drugim, sedim normalno.",1
"potem bolje.",1
"Ce ne pa raje sedim...",1
"Cez cas se tudi naucis in ugotovis, kako bi bilo najbolje, da ti ne bi lezel ven.",1
"Heh, skakanje po zivcih...",1
"Meni je tam okrog sedemnajstega leta dojadilo, da je 99% vsega kar mi tastari tezijo in morijo samo posledica njihove zaskrbljenosti zame in za mojo prihodnost.",1
"Se pac navadis...",1
"Ker ce najstniku nihce ne ```tezi```, slej ali prej zajebe svoj in se kaksen lajf (OK, vsaj vecina).",1
"imam dve maternici, septum skozi noznico sem si dala odstraniti. nimam zivcev, katere clovek rabi pri seksu,tako da ne dozivljam orgazmov ali karkoli podobnega.",1
"za povrh, pa se mi dokaj realno dozdeva, da tudi otrok ne bom mogla imet.",1
"zelo sem razocarana, jezna in zaskrbljena, kako si bom mogla uredit in srecno zivet brez vseh teh stvari,ki so v zivljenju zelo pomembne.",1
":( ne vem na koga naj se obrnem.",1
"le bog bi mi lahko pomagal...",0
"Jaz sem si se kupila tekocino za dezinfekcijo rok v lekarni (mislim da se ji rece Spidaterm).",1
"2 umivalnika ne rabis, meni osebno je bilo lazje umivat s tekocim milom, pa se tisto uporabljas 1x na teden ali manj.",1
"Blanc - svaka ti cast.",1
"Jaz bi tukaj priporocila Lanolin (dobi se ga v lekarni od Multimum) za bradavice mazat bolje od Bepanten, preizkuseno 2X.",1
"Namesto vlozkov sem pa jaz uporabljala vatirance, ki jih kupis v Sanolaborju.",1
"Vecji so in na zacetku, ko ti ful ven tece, mas saj nekaj casa mir.",1
"Kar se tice pa modrcev za dojenje v porodnisnici: mene je motil, ker me je vse bolelo.",1
"Jaz sem si tko naredila: ene tiste mrezaste spodnje hlacke, ki jih tam dobis, sem strgala v koraku da sem dobila tak trak in si dala okrog prsi, namesto blazinc pa sem si kar dala tetra plenico.",1
"tukaj bi samo dodala, da je boljse olivno olje (predvsem pri novorojenckih) zaradi moznih alergij na orescke.",1
"Previjanje dojencka je dnevno opravilo, zato bodite pri izbiri pozorni, da vam visina previjalne mize odgovarja (t.j.",1
"Za povecavo klikni na sliko.",1
"Otroski sedezi morajo biti homologirani po ECE standardu ECE-R44/04 (pred tem je veljal standard ECE-R44/03; prodaja avtosedezev s tem standardom je dovoljena do l. 2009).",1
"Zakon o varnosti v cestnem prometu v 102. clenu doloca, da mora biti otrok mlajsi od 12 let ali manjsi od 150 cm zavarovan z zadrzevalnim sistemom (varnosti sedez).",1
"avtosedez z 2 pritrditvenima tockama (t.j.",1
"- da boste skupaj porabili cca.",1
"- da vas bo to stalo cca.",1
"- da boste v smetnjak odvrgli cca.",1
"910 kg uporabljenih plenic (3 mesece star dojencek cca.",1
"5,3 kg/teden; 2 leti star otrok cca.",1
"9 kg/teden; t.j.",1
"Ce upostevamo dejstvo, da se v Sloveniji letno rodi cca.",1
"Pralne plenice ```da``` ali ```ne``` - izracun stroskov Zelela sem preveriti kako se stroskovno ```izplacajo``` pralne plenice.",1
"Ali so res boljse za otrosko ritko pa je odlocitev vasa.",1
"Ob susenju na zraku so precej cenejse pralne plenice (0,1769 EUR / 42,40 SIT na eno plenico) od plenic za enkratno uporabo (0,245 EUR / 58,71 SIT).",1
"Ce pa plenice susimo se v susilnem stroju pa nas stanejo se vedno nekoliko manj kot plenice za enkratno uporabo (0,2167 EUR / 51,94 SIT).",1
"Res pa je treba omeniti tudi da je izracun stroskov malo prilagojen.",1
"Ce perete le 9 plenic hkrati imate stroj napolnjen le do polovice.",1
"Konfekcijske stevilke otroskih oblacil Prva oblacila, ki jih nadanemo normalno doraslemu dojencku (50 cm, 3-3,5 kg) so obicajno velikosti 56. Te hitro preraste, zato kupimo vec oblacil st.",1
"62. Konfekcijske stevilke otroskih oblacil so za prvo leto otroka naslednje: Starost Obicajne st.",1
"- zapiranje: Za novorojecka je primernejse da se oblacila zapenjajo spredaj in ob strani, da nam ni potrebno oblacil dajati cez glavo.",1
"Zapenjanje na hrbtu lahko moti vasega dojencka.",1
"- konfekcijske stevilke: Obicajen novorojencek pricne nositi st.",1
"- vzdrzevanje: Pranje na visjih temperaturah od 60degC je prava redkost.",1
"- material: Vecina oblacil za otroke je narejena iz 100% bombaza.",1
"Za zimski cas so primernjesa oblacila iz plisa (80% bombaz, 20% poliamid) saj so toplejsa.",1
"V hladnih dneh je dobro tudi da so podlozena.",1
"Odtekanje vode (plodovnice): hitro odtekanje oz.",1
"po kapljicah.",1
"To spoznate po tem da vode ne morete zadrzati kot obicajnega urina.",1
"Bodite cimvec v lezecem polozaju ter se takoj se odpravite v porodnisnico.",1
"Popadki: so podobni menstrualni bolecini, krcenje se zacne pri vrhu maternice in potuje navzdol.",1
"Takoimenovani ```lazni popadki``` oz.",1
"Braxton-Hicksovi popadki pa vas lahko vcasih tudi zavedejo.",1
"Krvavitve: takoj se odpravite v porodnisnico.",1
"Ste cez termin poroda: 3-5 dni po predvidenem datumu poroda se oglasite na pregledu v porodnisnici (dopoldne).",1
"Spremljajte otrokove gibe.",1
"Ce dojite, imejte za vsak primer 1 steklenicko s cucljem za vodo ali nujno dohranjevanje.",1
"vlozke prinesite sabo, sicer jih dobite tam, ampak malooo.",1
"Moj predlog pa je, da si dobite iz Tosame zlozence/vatirance (je ze ena napisala).",1
"To zgleda tko kot eni gigantski vlozki. Dobite takega takoj po porodu.",1
"Ma to itak pol vidis kaj ti potegne.",1
"Meni se recimo zdaj za umivanje ritk najbolj obnese vata.",1
"In en umivalnik zraven.",1
"ne maram vlaznih robckov...",1
"Olivno olje/mandljevo olje- mnenja so razlicna, eni so obcutljivi na olivno...",1
"Obvezna oprema: oci ki mulce kopa in masira.",1
"Dajte vzet ze v P sabo nogavicke.",1
"Nasi malo so manjsi in se tezje zadrzujejo toploto pa jim stunfki prav pridejo.",1
"Svaka cast...",1
"Doslej smo 50 nosili se najdlje.",1
"Vsaj za prve case ne kupit majck za cez glavo.",1
"eh...",1
"Tole prav pride, direktne izkusnje.",1
"mislim, ce si sam doma...",1
"Na tesce sem imela 4,1 kar je kar pod mejo..",1
"Potem sem pa imela povecano vedno za 1. Torej 11 po 1 uri in 9,5 po 2h urah..",1
"Tako, da zdaj sem se narocila na diabetolosko pa bomo vidli kaj pravijo.",1
"Sicer se ze pazim pa neki se mi sanja kako pa kaj morem jest..",1
"Ceprav jaz res nisem navajena jest toliko OH, kot jih je v teh dieta..",1
"Bom najbolj vedla, ko dobim merilec kaj se dogaja z mojim telesom :) drugace mi pa ni problem..",1
"Sem ze skozi govorila, da se dosti boljse pocutim ko jem zdravo..",1
"a je zdaj to samo se dodatna motivacija..",1
"Bomo vidli kolko se bom ba koncu zredila Ma sej tudi jaz sem bla zihr, da je ne bom imela..",1
"Kje se pazim, kri vedno ok, otrocka sta ravno pravih mer..",1
"Ampak ja..",1
"Izgleda res hormoni tako podivjajo  pri nas po moje pa se toliko bolj..",1
"Hmm sej po moje je eno doma z merilcem ko vzames iz prsta..",1
"Drugo pa ko ti prav v laboratoriju nrdijo preiskave..",1
"Nevem..",1
"Ti bom znala vec povedat cez par dni :) Hehehe ne sej jaz tudi upam, da se vsaj 8 tednov ne rodim..",1
"prilezem do enega 36 tedna..",1
"Pol pa bo ze :) ja jst tudi nisem se slisala, da bi dvojcki bili ne vem kako tezki..",1
"Tam 3kg so bli max kar jaz vem..",1
"Hehe lahko te pa vedno presenetijo..",1
"Sej te meritve so itak tako nepredvidljive Jaz sicer nimam tezkih nog..",1
"Se mi pa dostix zgodi, da jih imam take nemirne..",1
"nevem kako ti razlozit..",1
"Ko grem spat kr ne morem bit pri miru..",1
"Aha, ja to je pa res potem visja sila, na tesce tako lepo, potem pa out.",1
"Ampak nimas kaj.",1
"Verjamem da bo slo.",1
"Ker navadno ravno oh dvignejo vrednosti. Upam da bo do konca za obvladat s hrano, saj imas verjetno dobra 2 meseca se pred sabo max, tako da bo za prezivet  Jaz ce zdaj zvem boljse da ne vem da jo imam, ker se bom samo stresirala...",1
"Naslednjic mi samo na tesce vzame.",1
"Moram povedat da so noge in kolena nehala bolet cez noc...",1
"Trkaaaaam.",1
"o me 2 dni nazaj bolele za znoret, zjutraj nic.",1
"Sem pa zdaj 2 dni ful mleka pila in jedla, ne vem ali je res Ca pomagal ali pac je kar preslo  Tako da zdaj sem rekla naslednjic preden zazenem paniko pocakam en dan ali 2 ce se umiri  Isto zgaga.",1
"Enkrat na 14 dni me boli, potem je pa kar mir.",1
"Naslednji pregled imam v 35. tednu 10. 6., upam da rasteta, ker so brce postale kar bolece in drugacne kot 14 dni nazaj, to si jaz razlagam kot da rasteta  Tako da takrat bom v ciljni ravnini in bom zahtevala posvet v porodnisnici oz.",1
"bom sla sama tja, da vidim kaj mislijo z mano, ali cr ali ne.",1
"Malo me je strah zunanjega obrata pri B po porodu A. Ampak saj verjetno imajo uz in ctg priklopljen in ce je kaj narobe hitro naredijo cr.",1
"tudi v prostoru in da so vseeno strokovnjaki. Ceprav po drugi strani bi mi pa pri tej legi v nm gladko naredili cr, ampak vseeno lj bolj zaupam nekako.",1
"Aja, je pa ena mamica sporocila v fb skupini da so po rojstvu zaradi kazanja jezicka ven zaceli sumit na DS in ga testirali in so vceraj izvedeli da je pozitivno.",1
"starsem.",1
"Ma ja, na tesce je blo super..",1
"pol pa kar naraslo.",1
"Bomo vidli kaj pravi diabetolog.",1
"Imam ga v torek in ze komaj cakam, da dobim tisti merilec, da vidim kako je kaj po obrokih..",1
"ce je res tako kriticno..",1
"Ker odkar se zdaj drzim rednih 5 obrokov, samo zdrava hrana..",1
"Racunaj, da 5 dni in sem shujsala 2kg..",1
"kar pa spet ni ok ne..",1
"Tako, da res nevem kaj mi bo reku..",1
"Lacna nisem nikoli, tako da bi mogla vec jest..",1
"Ce bom morala, bi se samo basala na silo.",1
"Tudi pocutim se cisto OK.",1
"Ni mi niti tezko se drzat.",1
"aj dosti drugace kot prej, samo da zelo redno jem..",1
"Ko dojencek na 3 ure  OH pa mislim, da ima dieta veliko, ker jih ljudje dosti jejo.",1
"Jaz raje pojem kos mesa vec, kot vso pasto ali riz ali krompir, ki pride kot dodatek k obroku..",1
"Mogoce zato..",1
"Nevem bom vprasala vse v torek  sem cisto neucakana za pregled..",1
"samo upam, da mi spet ne bodo jemali kri. Ma ja ti si ze dalec..",1
"Da zdaj ne vem ce bi blo sploh smiselno vse to dajat skozi..",1
"oge..",1
"A te boli? Jst ju tudi malo drugace cutim, ampak to po moje ker sta spremenila spet pozicijo  glih 1 dan vem kako stojita..",1
"Pol pa se tkoj obrneta samo nagajata ze zdaj Ja ta zunanji obrat med porodom je tudi meni kar strasen..",1
"Se posebej ce ne vzames nic za lajsanje bolecin po moje ni glih prijetno  tako, da pol je ze skoraj boljse da je CR..",1
"kot da imas na koncu po vsem trudu oboje..",1
"Naraven porod pa CR..",1
"Nevem noJoj ja res je ze junij pred vrati..",1
"oznala svoja skratka.. Jaz pa morem se malo cakat..",1
"ma sej bo  Jaz komaj cakam tople dni, da se zunaj martinckam..",1
"Mi je ze dovolj tega mraza in pihanja Midva nifty nisva delala..",1
"Ker je reku Dr.",1
"Pusenjak, da je nuhalna dovolj..",1
"Je pa sigurno sok za starse, ko je vedno blo vse OK, pa na koncu ni :( res najbolj pomembno je, da dobis zdravega otroka.",1
"Uf da izgubljas kg pa res ne vem ce je ok.",1
"Hm, no ce otrocka rasteta je tudi ok, ampak mislim da bos res najboljse videla ko bos merila sama doma in bos videla kaj ti odgovarja in kaj ne.",0
"Kolegica ima ze od 1. pregleda merilec in je ves cas dokaj normalno hrano, tudi sladko veckrat, ampak je postudirala koliko casa mora biti vmes in kaj ji najbolj nabije vrednost.",1
"Menda je po rizu ful visoko.",1
"Ceprav jaz si ne predstavljam, da nebi jedla ce bi bila lacna...",1
"da je jedla samo meso in zelenjavo...",1
"Vem da preverjajo tudi glikiran hemoglobon, ki pokaze urejenost krvnega sladkorja za daljse obdobje nazaj, mislim da 2 meseca cca in potem oni sklepajo ali si imel ta cas urejeno ali ne.",1
"Ampak pri tebi je to skoraj finis :) No v vsakem primeru bo hitro mimo.",1
"Ne se stresirat, vazno da bosta otrocka rastla.",1
"Jaz zadnje case cutim kot neko odrivanje v trebuhu oz.",1
"upiranje.",1
"l in potem jaz to cutim kot pritisk.  Joj tvoja sta se akrobata, zanimivo.",1
"Moja puncka je od 27. tedna v isti poziciji, prej je bila 7 tednov v isti, fantek pa je v isti ze 12. tednov  Ma ja saj kar bo bo, kakrsen zakljucek bo, samo da bosta zdrava.",1
"Jaz upam da bom prenesla in eno in drugo pa tudi ce bo naporno in hudo.",1
"Otecene imam pa samo blazinice na prstih, pac prvi del ob roki, tako da se dobro da nimam prstanov  Na nogah in drugje zaenkrat ne opazim...",1
"ebe, ampak sem vseeno rekla pa dajmo vseeno kar tako. Ne vem, saj moras sprejeti kar ti zivljenje nameni in ziveti dalje, je pa verjetno na zacetku tezko da vse sprocesiras.",1
"Ja jaz zdaj kar vsako stvar ki jo naredim si mislim ok, mogoce drug teden ne bom vec mogla ali pa mogoce se ne vidimo vec pred dnevom d s kom  Bodo pa menda ze drug teden dovoljeni obiski, upam da res.",1
"To vreme je letos pa res obrnjeno.",1
"Ja sej bom vidla kako se mi bo telo obnasalo..",1
"Jutri imam pregled, pa ce bo treba bom povecala kolicino hrane, ki jo pojem.",1
"Sicer pocutim se ok.",1
"Tudi mulcka sta enako zivahna kot vedno..",1
"Tako, da zdaj a rasteta pa ne vem..",1
"Ker bi mogla imet pregled ne..",1
"Bomo vidli cez 2 tedna.",1
"In pol, da si merim in sama kontroliram sladkorJa sej ko malo preizkusas pol vidis, kaj odgovarja tvojemu telesu in kaj ne.",1
"Ceprav jaz nimam glih nevem kolko casa za preizkusat.",1
"utno pasejo cesnje..",1
"Imamo jih doma, sveze nespricane..",1
"Ampak si jih ne upam prevec pojest..",1
"Ker ne vem kaj se zgodi..",1
"Bom vidla jutri hehee..",1
"Ma ce ti priznam..",1
"Jaz nisem nikoli lacna.",1
"Ker eno je jest zdravo hrano pa redno na 3 ure..",1
"Ali pa pojest neki nezdravega..",1
"Je razlika v kolicini zdrave hrane in nezdrave..",1
"300gr piscancjih prsi kar tezko pojes..",1
"150gr cevapcicev pa cisto komot..",1
"Samo kalorijsko je pa to enako..",1
"Ce ne drugo se malo vec  Jaz to upiranje cutim ze ful casa..",1
"acata..",1
"Res se mi tako napne trebuh v eno stran, da je prav vesoljske oblike..",1
"Zadnjic ju je moj zafrkavu.",1
"Vsakic ko ju je potapkal, sta ga sutnila nazaj..",1
"Pa ne malo..",1
"Sploh ne vem kako sta lahko tako majckena pa tako mocno brcneta..",1
"Jaz vem kateri je kateri samo po krivulji napredovanja, drugace sta vedno na drugem mestu..",1
"Nista vec levi pa desniNo me prav zanima kaj se bodo na koncu odlocili zate.",1
"No upam da bos mela lepe vrednosti in ne bos rabila prevec pazit kaj lahko pojes.",0
"S tem, da si lacen sem mislila tako, ker vem da kolegica si je merila pred jedjo in ce je bila previsoka vrednost kao se ni smela jest...",1
"U cesnjeee, pri nas jih se ni, mislim da so pomrznile doma ko je cvetelo ker je potem se mraz bil...",1
"Jagode imamo koncno.",1
"Jaz res ogromno sadja pojem, ce ga le dobim, hehe.",1
"U mala akrobata vasa, ju ne mores lociti, hehe.",1
"Tvoja bosta ziher v pravi legi na koncu.",1
"Moj fantek se je danes prvic tako naguzil kot puncka takrat ko ji je ratal obrat, ker ponavadi je ful miren oz.",1
"pobrca samo z nogicami, ampak dvomim da mu je uspelo.",1
"sk dol, verjetno je teza ze kar konkretna in je to normalno.",1
"Tako da mojemu sem ze rekla naj ima telefon skos pri sebi in je skos dosegljiv  Upam da bosta drug teden na pregledu imela skupaj krepko cez 4 kg ali pa 4.5 kg.",1
"In da sta se oba spet zredila po svoji krivulji in da preguramo se 3 tedne, jooooj komaj cakam.",1
"V postojni mislim da so ze obiski, za Lj pa ne vem ce...",1
"a rp samo plivit smz, zdaj je se oleovit, ampak medna tudi povzroca krce.",1
"Tako da bom mojemu narocila kar biogaja+d3 verjetno da kupi ali pa waya+d3. Pa neke kapsule grskega sena sem videla za dojenje, to bom tudi narocila mu.",1
"Pa baje brezalkoholno pivo pomaga.",1
"No sem bila na pregledu na diabetoloski, pa niso se nic rekli..",1
"V petek moram spet, da mi vse razlozijo kako pa kaj naj merim in kaj naj jem.",1
"Sem pa odkar se pazim, da imam 5 obrokov na dan, res opazla super pocutje.",1
"Izgleda, da mi je telo govorilo, da neki ne stima, samo ga nism poslusala.",1
"Sem kar sklepala, da pac tako je, da se popoldneve pocutim slabo in to je to.",1
"Hehe ja tudi pri nas so ze jagode..",1
"Cesnje bodo zdaj zdaj kmalu sle.",1
"razlika v pridelku.",1
"Hehehe ma glede na to kako se obracata, me bosta presenetla, pa na koncu se zadnji dan obrnila narobe  tako, da si ne bom nic govorila kako pa kaj bo..",1
"Da me ne presenetita. Je v tej nosecnosti veliko presenecenj..",1
"Dvojcka, sladkorna,..",1
"Tako da..",1
"Mogoce bo se kaksno  Joj verjamem, da cutis pritisk..",1
"Ker ga cutim tudi jaz, ko vec casa stojim.",1
"Imam prav obcutek, da bo kej ven padlo.",1
"Pa imam se kar tednov pred sabo..",1
"Ja pri tebi je teza sigurno ze 4kg..",1
"pri meni je komaj 2..",1
"oz 2,5kg..",1
"se bo se konkretno povecala.",1
"Me pa zadnje dni bolijo boki ko lezim..",1
"Kot da bi se sirilo vse spodaj imam obcutek.. Ne vem res..",1
"Super, da so obiski dovoljeni. Saj po moje bodo zdaj zdaj pocasi povsod.",1
"Mi ji prve mesece nismo dajali nicesar, razen biogaje.",1
"A je kaj pomagalo ne vem..",1
"Neznam dolocit,ker nevem kako bi bilo, ce ji ne bi dajali nicesar.",1
"Smo pa hodili veckrat ven na soncka, zato ji prvi mesec nismo dajali d3..",1
"rije..",1
"Se sploh ne spomnim a je bil oleovit ali kaj..",1
"Je pa imela krce, ampak ne morem recti, da ful.",1
"Ene par tednov..",1
"Samo zvecer..",1
"Une, ki smo dobili na recept v porodnisnici sploh nismo sli iskat.",1
"Zdaj bom naredila po moje enako..",1
"Ker sta spet poletna otrocka in bomo spet hodili ven..",1
"Glede mleka sem pa opazila, da je najbolj pomembna pijaca.",1
"Jaz sem pila caj za dojenje, ampak samo zato, ker sem tako imela najvecjo kontrolo kolko popijem.",1
"Sem si 2x na dan skuhala po 1,5l caja..",1
"Pa to postopoma spila..",1
"ako bi bilo, ce bi pila vodo..",1
"Tako, da je tekocina najbolj pomembna :) vsaj iz moje prakse.",1
"Evo, da se js malo vskocim.",1
"Vaju rada berem, ampak se nic kaj ne vkljucim, ker vidve sta ze tako dalec z nosecnostjo, js pa komaj v 20t :) ceprav, ko pogledam nazaj, je tudi kar hitro minil ta cas.",1
"Tud morfologija je ze za mano, oba sta okej.",1
"Pridno rasteta. Edino napotnico sem dobla za UZ pregled v porodnisnici, ker imata razliko v tezi. In da bodo spremljali rast plodov.",1
"ala, da gotovo ne bosta ista in, da bo razlika tudi v tezi in velikosti. Sem pa vseeno malo prestrasena, da moram it dalje na kontrolo.",1
"Mogoce pa boljse, da ju se drugje pregledajo.",1
"Gibe ze tudi cutim nekaj dni, ampak cisto na rahlo, ponavadi zjutraj ali zvecer, ko se umirim.",1
"In vcasih cela panika, ko enega cutim, drugega pa ne.",1
"Ze vidim kak bom vso nosecnost kar naprej nekaj zivcna :) Verjetno bodo tudi gibi postajali vse mocnejsi, pa bom bolj zagotovo vedela.",1
"Verjtno so ti vceraj dali ves material za cuker.",1
"In ja itak, poslusaj svoje telo in bos najbolj prav jedla in vse ostalo. Jaz se tudi ful poslusam.",0
"Vcas imam ful energije in brez tezav posesam celo stanovanje, vcasih pa zvecer komaj v posteljo zlezem  Sicer sem trenutno kar ok, zacuda me nic ne boli zadnje dni, edino pac ce sem dolgo pokonci cutim pritisk, ampak ja, to pride s tedni. Se mi zdi da je zdaj v enem tednu trebuh kar precej zrasel.",1
"Se nedolgo nazaj smo bile tam, pa gre potem res kar hitro.",1
"Glede razlike v tezi to pri tvojih ni nic, baje se ginekolog lahko zmoti tudi +/-500g proti koncu in se vec, tako da par g razlike je logicno pricakovano.",1
"Moja imata ves cas razliko, pa moja G skos govori, da je normalno, da ni se kriticno.",1
"Sicer naj bi bla velika razlika 20%+ baje.",1
"Ampak tudi ce je, itak nimas kaj, vazno da rasteta vsak po svoje cim dlje.",1
"ko te spremljajo, boljse je.",1
"Jaz bi takoj sla ze prej, pa se moji ni zdelo potrebno...",1
"Saj jaz pa ti nisva spet toliko razlike.",1
"8 tednov, kar spet ni dosti :) ali pa ja..",1
"Kakor vzames hehe Gibe sem tudi jaz zacutila nekje pred 20 tednom in ju nisem locila ko brcata in ju se zdaj ne locim, razen po pregledu, ko vem kako stojita.",1
"Se pa skozi obracata, tako da sta lahko ze uro po pregledu drugace postavljena in spet nimam pojma kdaj kdo brca  en se mi sicer zdi zelo miren, en mi pa skozi nabija..",1
", da te spremlja se nekdo drugi. Ceprav tudi meni se tvoja razlika v tezi ne zdi nic velika.",1
"Moja sta enojajcna pa imata razliko od zacetka in lepo rasteta po svoji krivulji. Tako, da ne sekiraj se.",1
"Moja ginekologinja je zadnjic ugotovila razliko med njima nekje okoli 20%, pa je izmerla potem se enkrat oba in je bila razlika 15%..",1
"tako,fa je res odvisno kako sploh zavzame velikost glavice, nogice, itd..",1
"Mi je vsec, da ne dela panike, ce ni potrebe.",1
"Ja Metka.. Zdaj imam vse pripomocke, merim si dva dni in niti enx ni bil ne sladkor ne ketoni povecani..",1
"Jem se vedno to kar sem jedla prej..",1
"En obrok sem pojedla po njihovem jedilniku in je bil po 90min sladkor najvecji..",1
"in sicer 6,1 mol/l.",1
"Meja je pa 6,6 po 90min..",1
"Tako, da kaj so oni izmerili ne vem  tisti dan pred testom nisem nic jedla drugace kot do zdaj, tudi lacna nisem bila, sem jedla kar zdravo.",1
"Edina razlika je zdaj, da imam redne obroke na 3 ure, 5 obrokov in nic ne gresim.",1
", ki so mi ga dali je pa narejen za moje pojme za pujske..",1
"Jaz toliko hrane vase ne spravim in pika.",1
"Enostavno nemorem, se mi pol kar bruha.",1
"Saj nevem..",1
"Ampak meni je to nemogoce..",1
"Komaj cakam zdaj pregled, da vidim ce tamaladva normalno rasteta in kaj mi bo rekla ginekologinja..",1
"Iskreno bom malo poizkusala to kar so mi dali oni, ampak ce bo sladkor konstantno OK in bosta tamaladva lepo napredovala..",1
"Meni tudi kaksen dan vse fali..",1
"Me vse boli, tecna sem..",1
"Dva dni nazaj me je vse dol tiscalo, tecna sem bila..",1
"No super da imas dobre vrednosti. Res se ne prevec ozirat na tist njihov jedilnik in spreminjat svoje navade, ce imas z njimi cisto ok vrednosti. Jaz nimam obcutka koliko hrane so ti grami, ker je nikoli v zivljenju nisem tehtala  Si pa mislim da je to zelo stresno, da bi si moral odmerjat in jest po nekem jedilniku...",1
"Nima smisla.",1
"Itak jes zdravo in to je to.",1
"Pa tudi pomojem ce se sem in tja pregresis ne bo nic narobe, saj lahko sprobas se kaksno sladico in bos videla ce bo se vedno ok vrednost.",0
"Jaz imam v sredo pregled, sem res ze kar nestrpna kaj bo.",1
"Pri meni sta tudi zadnjic cca 12 % v tezi imela, ampak pravijo da 15 % je itak normalna razlika pri moskih/zenskah.",1
"Plus vsak ima svoj genski zapis in tudi meritve kot pravis niso glih tocne.",1
"Tako da ce bo razlika nekje do 20 % bo super, samo upam da imata oba ze kar preko 2kg...",1
"Ampak itak nimas kaj, kar je pac je.",1
"Pocivam dovolj in tudi jem dovolj, kaj drugega pa ze tezko naredim za to.",1
"Ker meni je tudi blo receno, da lahko pricakujem porod kaksen mesec pred pdp, nisem pa vprasala, ce sprozijo.",1
"Drugace pa hvala vama, sta me potolazili :) in malo sem sla googlat in vidla, da so skoraj pri vseh dvojckih razlike v tezi in velikosti. In za zdaj je pri mojih dveh res minimalna, tako da se ne bom sekirala.",1
"Jutri poklicem v ukc, da se narocim.",1
"Ja vrednosti so ble super.",1
"Tudi ko jem kaksno pasto ali krompir nikoli ne zraste prevec.",1
"Tudi polento sem jedla, pa je ni na seznamu dovoljenih zivil in ni bilo problema..",1
"Zato res mi ni jasno, kaj so oni izmerili tisti dat na testu.",1
"Izgleda mi je taka kolicina sladkorja sokirala telo, da je cisto ponorelo.",1
"No sej jaz o tehtanju hrane neki ze od prej vem, ker sem se redno ukvarjala s fitnessom pred nosecnostjo in sem dosti testirala telo katera hrana mi odgovarja in kaj ne.",1
"sti zaradi hormonov drugace.",1
"Se posebej ker nase telo vzdrzuje dva dojencka  Je naporno ja.",1
"Najbolj mi je to, da morem planirat vse vnaprej.",1
"Ce kam grem, si moram vzet s sabo za jest in tocno vse izmerit, da si napisem v jedilnik.",1
"Ali pa ce minejo 3 ure jaz moram jesti..",1
"Neglede kje smo ali sem lacna ali ne ceprav mi ne uspe vsak dan imet 5 obrokov na dan..",1
"Priznam..",1
"Jaz sem ze cela neucakana.",1
"Kje je sele naslednji torek..",1
"Kdo bo zdrzal do tax.",1
"e ene 10dni zdrzala..",1
"Pol se bo pa pocasi zacelo ze dogajat..",1
"JAZ BI TUDI  nekako ne bi bila vec noseca..",1
"Ceprav vem, da moram zdrzat se vsaj ene 8 tednov.",1
"Naceloma ce so dvojajcni dvojcki cakajo do 38 tedna..",1
"Enojajcni pa do 37..",1
"nekako tako so meni razlozili..",1
"Bomo vidli kaj bo pa v resnici :) sem glih malo gledala datume..",1
"Ce rodim v 35 tednu (kar bi bilo malo prekmalu) bi imeli vsi moji otroci na isti dan r.dan  hehe..",1
"ka ze 2kg..",1
"Mene prav zanima koliko sta moja zdaj tezka..",1
"Jaz upam, da bom zdaj imela preglede na 14 dni..",1
"Taroma ti se pa kar naroci. Jaz sem imela zdaj za diabeticno nujno napotnico..",1
"Pa sem cakala samo 3 dni za prvi pregled..",1
"Tako, da bodo po moje tudi trne kar hitro narocili na dodatne preiskave.",1
"Taroma res se nic sekirat, velika vecina dvojckov ima razliko v tezi, eni tudi skoraj do 1 kg ...",1
"Vazno da spremljajo in sprozijo ko bi lahko prislo do skode.",1
"Tako da ti kar hodi in v Lj in k svoji, bos vsaj vec pregledov imela in bolj mirna bila.",0
"koncu dozivi zastoj rasti, bi rekla da jim tudi prostora zmanjkuje.",1
"In je bolj varno predcasno zakljuciti. Je pa tudi res, da se mnogim ze kaj samo zacne dogajat lahko tudi po 30. tednu ...",1
"Res je veliko dejavnikov in tezko vemo kaj bo pri nas.",1
"evec okretna z ogledali itd.",1
"Tako da na kaksno AC se ne upam vec it sama ...",1
"Ko sem iz avta prisla me je pa vse tiscalo, da sem sla samo lezat.",1
"Ampak ne smem se pritozevat, kmalu bo vse drugace.",1
"Puncka, jaz tudi po novem jem sigurno na 3 ure haha.",1
"Nehote, ampak sem zadnji teden res tako lacna, apetit se mi je noro povecal.",1
"Ce zvecer nic ne jem ali pa samo kaksen jogurt mi ponoci kruli kot za stavo  Ti bos to super shendlala, po eni strani je tebi se lazje ker ze itak ful zdravo jes.",0
"Tako, jutri zacenjam s kratkim dopustom, potem pa porodniska.",1
"Ja sej zato je dobro, da so pregledi pogosto, da ugotovijo vsako spremembo, ki ne bi bila OK..",1
"Ceprav zdaj v casu korone ni bilo tako ne..",1
"Ampak sem brala, da morajo biti med pregledi vsaj 14 dni razlike, da se opazi pol ta napredek oziroma nenapredek..",1
